name,longitude,latitude,date,origin,source,object_prob,assignment_prob,ground_truth_location
tower,115.978469,-31.856022,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/63151629,0.7,1,None
tower,115.98139,-31.856013,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/63151642,0.7,1,None
tower,115.984499,-31.856022,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/63151650,0.7,1,None
tower,115.986737,-31.856022,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/63151659,0.7,1,None
tower,115.990238,-31.855535,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/63151667,0.7,1,None
tower,115.99256,-31.855535,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/63151682,0.7,1,None
tower,115.994461,-31.855535,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/63151691,0.7,1,None
tower,115.996586,-31.856949,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/63151698,0.7,1,None
tower,116.00005,-31.857707,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/63151710,0.7,1,None
tower,116.003758,-31.858512,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/63151719,0.7,1,None
tower,116.007185,-31.859233,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/63151729,0.7,1,None
tower,116.010312,-31.859898,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/63151748,0.7,1,None
tower,116.013762,-31.860623,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/63151760,0.7,1,None
tower,116.017175,-31.861349,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/63151771,0.7,1,None
tower,116.019647,-31.862529,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/63151778,0.7,1,None
tower,116.02238,-31.863831,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/63151787,0.7,1,None
tower,116.025008,-31.865113,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/63151798,0.7,1,None
tower,116.027602,-31.867031,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/63151819,0.7,1,None
tower,116.029079,-31.868198,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/63151830,0.7,1,None
tower,116.029033,-31.871793,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/63151845,0.7,1,None
tower,116.028981,-31.87523,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/63151854,0.7,1,None
tower,116.028936,-31.878769,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/63151868,0.7,1,None
tower,116.02889,-31.881437,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/63151880,0.7,1,None
crossing,115.966476,-31.790592,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/210331177,0.7,1,None
crossing,115.966576,-31.790629,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/223620727,0.7,1,None
turning_circle,115.970659,-31.794007,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/243649355,0.7,1,None
bus_stop,115.965608,-31.785031,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/244314822,0.7,1,None
bus_stop,115.967553,-31.783721,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/244314825,0.7,1,None
bus_stop,115.972607,-31.784915,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/244314854,0.7,1,None
bus_stop,115.971894,-31.790989,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/244314855,0.7,1,None
bus_stop,115.973114,-31.789797,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/244491134,0.7,1,None
bus_stop,115.973,-31.789742,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/244491136,0.7,1,None
turning_circle,115.975059,-31.795245,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/244491884,0.7,1,None
turning_circle,115.977022,-31.795211,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/244491887,0.7,1,None
turning_circle,115.975902,-31.795293,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/244491890,0.7,1,None
turning_circle,115.977834,-31.794949,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/244492129,0.7,1,None
turning_circle,115.977733,-31.794204,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/244492134,0.7,1,None
turning_circle,115.970498,-31.795289,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/244492178,0.7,1,None
bus_stop,115.970315,-31.79579,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/244759141,0.7,1,None
bus_stop,115.974539,-31.79577,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/244759150,0.7,1,None
bus_stop,115.995178,-31.795726,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/244759159,0.7,1,None
bus_stop,116.005757,-31.788472,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/244759169,0.7,1,None
bus_stop,116.022542,-31.783815,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/244782856,0.7,1,None
bus_stop,116.022996,-31.787934,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/244782867,0.7,1,None
bus_stop,116.022865,-31.788088,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/244782878,0.7,1,None
bus_stop,116.021489,-31.794822,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/244782930,0.7,1,None
bus_stop,116.02083,-31.79781,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/244782941,0.7,1,None
bus_stop,116.020149,-31.801798,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/244782965,0.7,1,None
bus_stop,116.020207,-31.803813,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/244782976,0.7,1,None
bus_stop,116.019713,-31.804014,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/244782992,0.7,1,None
bus_stop,116.019465,-31.806465,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/244783004,0.7,1,None
bus_stop,116.01971,-31.806889,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/244783016,0.7,1,None
bus_stop,116.018664,-31.812492,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/244783028,0.7,1,None
bus_stop,116.019005,-31.812894,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/244783039,0.7,1,None
bus_stop,116.018225,-31.817524,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/244783051,0.7,1,None
bus_stop,116.017884,-31.820073,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/244783063,0.7,1,None
bus_stop,116.017521,-31.820532,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/244783075,0.7,1,None
bus_stop,116.017259,-31.82458,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/244783087,0.7,1,None
bus_stop,116.016862,-31.82525,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/244783098,0.7,1,None
bus_stop,116.016908,-31.828492,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/244783110,0.7,1,None
bus_stop,116.016443,-31.828842,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/244783121,0.7,1,None
bus_stop,116.016683,-31.830918,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/244783132,0.7,1,None
bus_stop,116.016145,-31.831786,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/244783144,0.7,1,None
bus_stop,116.016348,-31.834786,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/244783156,0.7,1,None
bus_stop,116.015742,-31.836747,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/244783168,0.7,1,None
bus_stop,116.015916,-31.84027,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/244783180,0.7,1,None
bus_stop,116.015299,-31.841662,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/244783232,0.7,1,None
bus_stop,116.015073,-31.844386,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/244783243,0.7,1,None
bus_stop,116.015566,-31.844349,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/244783254,0.7,1,None
bus_stop,116.01525,-31.847615,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/244783265,0.7,1,None
bus_stop,116.014769,-31.847982,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/244783276,0.7,1,None
bus_stop,116.014595,-31.85016,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/244783284,0.7,1,None
bus_stop,116.015015,-31.850888,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/244783295,0.7,1,None
bus_stop,116.014186,-31.855381,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/244783305,0.7,1,None
bus_stop,116.014491,-31.857063,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/244783316,0.7,1,None
bus_stop,116.013938,-31.858964,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/244783326,0.7,1,None
bus_stop,116.014329,-31.859785,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/244783336,0.7,1,None
bus_stop,116.014357,-31.865791,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/244783347,0.7,1,None
turning_circle,115.967571,-31.788664,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/244881539,0.7,1,None
turning_circle,115.967676,-31.787907,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/248522901,0.7,1,None
turning_circle,115.987482,-31.897713,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/270484845,0.7,1,None
turning_circle,115.988734,-31.898357,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/270484848,0.7,1,None
turning_circle,115.987963,-31.897921,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/270484850,0.7,1,None
turning_circle,115.988683,-31.899091,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/270484852,0.7,1,None
turning_circle,115.98861,-31.899738,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/270484869,0.7,1,None
turning_circle,115.994068,-31.895751,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/270484916,0.7,1,None
turning_circle,115.996131,-31.891826,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/270484917,0.7,1,None
turning_circle,115.995196,-31.895041,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/270484959,0.7,1,None
level_crossing,115.989642,-31.897493,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/270485080,0.7,1,None
crossing,116.028455,-31.89893,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/270724906,0.7,1,None
level_crossing,116.036108,-31.885929,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/270724919,0.7,1,None
level_crossing,116.033336,-31.872175,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/270724929,0.7,1,None
level_crossing,116.028415,-31.867212,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/270724932,0.7,1,None
level_crossing,116.019683,-31.845224,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/270724941,0.7,1,None
level_crossing,116.020743,-31.835268,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/270724944,0.7,1,None
crossing,116.022658,-31.829141,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/270724946,0.7,1,None
level_crossing,116.030919,-31.797249,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/270724958,0.7,1,None
level_crossing,116.024194,-31.776382,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/270727312,0.7,1,None
turning_circle,116.015406,-31.886399,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/345843555,0.7,1,None
turning_circle,116.013946,-31.886454,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/346150849,0.7,1,None
turning_circle,116.012559,-31.888055,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/346150850,0.7,1,None
turning_circle,116.014874,-31.8864,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/346150855,0.7,1,None
turning_circle,116.043845,-31.898683,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/346213460,0.7,1,None
turning_circle,116.039134,-31.896634,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/346214600,0.7,1,None
turning_circle,116.040878,-31.89604,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/346214608,0.7,1,None
turning_circle,116.040033,-31.895725,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/346214612,0.7,1,None
turning_circle,116.040878,-31.897624,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/346214631,0.7,1,None
turning_circle,116.037531,-31.884734,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/354978162,0.7,1,None
turning_circle,116.037276,-31.883832,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/354978169,0.7,1,None
turning_circle,116.036761,-31.882018,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/354978396,0.7,1,None
turning_circle,116.036234,-31.877235,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/354978430,0.7,1,None
turning_circle,116.037695,-31.875342,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/354978460,0.7,1,None
turning_circle,116.040566,-31.881896,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/354979231,0.7,1,None
turning_circle,116.038161,-31.873813,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/354980126,0.7,1,None
turning_circle,116.037467,-31.873741,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/354980174,0.7,1,None
turning_circle,116.036493,-31.87393,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/354980176,0.7,1,None
turning_circle,116.035857,-31.874278,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/354980189,0.7,1,None
turning_circle,116.016374,-31.88209,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/359685057,0.7,1,None
turning_circle,116.016433,-31.881542,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/359685146,0.7,1,None
turning_circle,116.008014,-31.878344,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/359685149,0.7,1,None
turning_circle,116.017168,-31.872775,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/359686596,0.7,1,None
turning_circle,116.017449,-31.867974,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/359687731,0.7,1,None
turning_circle,116.025713,-31.867582,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/359688075,0.7,1,None
turning_circle,116.018141,-31.870872,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/359688757,0.7,1,None
turning_circle,116.024173,-31.865967,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/359691349,0.7,1,None
turning_circle,116.021317,-31.871159,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/359691510,0.7,1,None
turning_circle,116.020566,-31.871508,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/359691519,0.7,1,None
turning_circle,116.019814,-31.871837,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/359691534,0.7,1,None
turning_circle,116.02164,-31.872325,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/359691570,0.7,1,None
turning_circle,116.019724,-31.87273,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/359691573,0.7,1,None
turning_circle,116.019102,-31.872177,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/359691803,0.7,1,None
turning_circle,116.022063,-31.870816,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/359692628,0.7,1,None
turning_circle,116.022282,-31.87192,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/359692672,0.7,1,None
turning_circle,116.023831,-31.871786,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/359692730,0.7,1,None
turning_circle,116.024918,-31.870595,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/359692834,0.7,1,None
turning_circle,116.025976,-31.8706,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/359692973,0.7,1,None
turning_circle,116.023602,-31.870072,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/359692976,0.7,1,None
turning_circle,116.02434,-31.869733,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/359692983,0.7,1,None
turning_circle,116.025078,-31.869477,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/359692989,0.7,1,None
turning_circle,116.025834,-31.869187,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/359692998,0.7,1,None
turning_circle,116.022911,-31.88565,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/359745555,0.7,1,None
turning_circle,116.019143,-31.879885,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/359745647,0.7,1,None
turning_circle,116.020986,-31.880031,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/359745663,0.7,1,None
turning_circle,116.022812,-31.880185,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/359745690,0.7,1,None
turning_circle,116.022826,-31.880898,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/359745714,0.7,1,None
turning_circle,116.022824,-31.881636,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/359745720,0.7,1,None
turning_circle,116.022745,-31.882267,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/359745723,0.7,1,None
turning_circle,116.022735,-31.88354,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/359745727,0.7,1,None
turning_circle,116.020992,-31.881144,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/359745736,0.7,1,None
turning_circle,116.020973,-31.882462,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/359745739,0.7,1,None
turning_circle,116.020132,-31.881272,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/359745753,0.7,1,None
turning_circle,116.020178,-31.882292,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/359745801,0.7,1,None
turning_circle,116.020562,-31.885942,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/359746101,0.7,1,None
turning_circle,116.020341,-31.883008,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/359746120,0.7,1,None
turning_circle,116.01613,-31.885911,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/359746243,0.7,1,None
turning_circle,116.017553,-31.87975,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/359746293,0.7,1,None
turning_circle,115.983992,-31.896191,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/359749439,0.7,1,None
turning_circle,115.979092,-31.89725,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/359749447,0.7,1,None
turning_circle,115.981347,-31.89846,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/359749463,0.7,1,None
turning_circle,115.981543,-31.899672,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/359749686,0.7,1,None
turning_circle,115.983524,-31.898769,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/359750614,0.7,1,None
turning_circle,115.965372,-31.899704,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/359751083,0.7,1,None
turning_circle,116.028628,-31.889089,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/370503226,0.7,1,None
turning_circle,116.032114,-31.887483,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/370503245,0.7,1,None
turning_circle,116.030933,-31.886926,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/370503249,0.7,1,None
turning_circle,116.042359,-31.884764,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/370510152,0.7,1,None
turning_circle,116.044239,-31.885622,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/370510299,0.7,1,None
turning_circle,116.045147,-31.885631,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/370510301,0.7,1,None
turning_circle,116.046076,-31.885637,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/370510303,0.7,1,None
turning_circle,116.041837,-31.894105,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/370510340,0.7,1,None
turning_circle,116.04312,-31.893941,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/370510344,0.7,1,None
turning_circle,116.046727,-31.894205,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/370510347,0.7,1,None
turning_circle,116.046573,-31.896023,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/370510354,0.7,1,None
turning_circle,116.045329,-31.895852,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/370510366,0.7,1,None
turning_circle,116.048469,-31.895689,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/370510388,0.7,1,None
turning_circle,116.047191,-31.89441,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/370510404,0.7,1,None
turning_circle,116.047982,-31.894979,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/370510406,0.7,1,None
turning_circle,116.040999,-31.890458,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/370510429,0.7,1,None
turning_circle,116.049554,-31.881223,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/370510620,0.7,1,None
turning_circle,116.047719,-31.875239,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/370510951,0.7,1,None
turning_circle,116.04772,-31.875944,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/370510975,0.7,1,None
turning_circle,116.048048,-31.878621,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/370510999,0.7,1,None
turning_circle,116.04872,-31.878075,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/370511007,0.7,1,None
turning_circle,116.049581,-31.880528,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/370511060,0.7,1,None
turning_circle,116.049336,-31.891791,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/370511420,0.7,1,None
turning_circle,116.049351,-31.892347,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/370511426,0.7,1,None
turning_circle,116.040113,-31.892579,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/370511631,0.7,1,None
turning_circle,116.043408,-31.890533,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/370511663,0.7,1,None
turning_circle,116.040777,-31.891168,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/370511701,0.7,1,None
turning_circle,116.039983,-31.891603,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/370511706,0.7,1,None
turning_circle,116.035053,-31.888352,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/370511718,0.7,1,None
turning_circle,116.03508,-31.887914,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/370511722,0.7,1,None
turning_circle,116.036334,-31.888369,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/370511739,0.7,1,None
turning_circle,116.036822,-31.889101,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/370511741,0.7,1,None
turning_circle,116.035974,-31.887199,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/370511803,0.7,1,None
turning_circle,116.049595,-31.893977,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/370512040,0.7,1,None
turning_circle,116.038152,-31.898756,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/370512204,0.7,1,None
turning_circle,116.047048,-31.859948,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/370528147,0.7,1,None
turning_circle,116.046162,-31.860056,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/370528148,0.7,1,None
turning_circle,116.041854,-31.858991,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/370528277,0.7,1,None
turning_circle,116.045658,-31.857448,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/370528313,0.7,1,None
turning_circle,116.044929,-31.857441,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/370528314,0.7,1,None
turning_circle,116.047339,-31.857206,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/370528383,0.7,1,None
turning_circle,116.044454,-31.858121,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/370528391,0.7,1,None
turning_circle,116.046175,-31.873722,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/370528725,0.7,1,None
turning_circle,116.035316,-31.897421,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/389447839,0.7,1,None
turning_circle,115.989669,-31.859567,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/438090356,0.7,1,None
turning_circle,115.990198,-31.85756,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/438090357,0.7,1,None
turning_circle,115.985589,-31.848868,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/438090372,0.7,1,None
turning_circle,116.036027,-31.829832,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/439024760,0.7,1,None
turning_circle,116.005247,-31.845688,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/439037300,0.7,1,None
turning_circle,116.019923,-31.838784,19-10-23 14:40:12,osm,https://www.openstreetmap.org/node/439039554,0.7,1,None
