name,longitude,latitude,date,origin,source,class_confidence,ground_truth_location
Police Operations Support Centre,116.006863,-31.895601,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/2152827855,0.7,None
GP Superclinic,116.005754,-31.894108,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/2154034465,0.7,None
Swan Park Leisure Centre,116.024148,-31.883321,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/2431830277,0.7,None
Midvale Speed Dome,116.026563,-31.878829,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/2432038107,0.7,None
Ellenbrook Chinese Restaurant,115.967286,-31.781324,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/2444465928,0.7,None
ANZ,115.967903,-31.782758,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/2530407914,0.7,None
Caversham Airfield,115.9734,-31.836342,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/2707254458,0.7,None
Thirsty Camel,115.971453,-31.89968,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/2799026554,0.7,None
KFC,115.978513,-31.796571,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/3331341423,0.7,None
BP,115.978438,-31.796061,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/3331341424,0.7,None
Nando's,115.980551,-31.79532,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/3527590748,0.7,None
DB Dental,115.980477,-31.794849,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/3527590749,0.7,None
Mobil Fuel,116.032686,-31.885587,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/3611937227,0.7,None
7-Eleven,116.032692,-31.885367,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/3611943472,0.7,None
BP Service Station,116.031064,-31.886499,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/3612031598,0.7,None
Liquorland,116.042675,-31.885499,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/3612031599,0.7,None
Fauntleroy Park,115.979795,-31.899016,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/3699857725,0.7,None
Guildford Garden Centre,115.972617,-31.899152,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/3699874927,0.7,None
Guildford War Memorial,115.971239,-31.898478,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/3699879549,0.7,None
The Honda Shop Midland,116.009886,-31.886465,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/3810772457,0.7,None
Harvey Norman,116.013222,-31.896022,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/3846791022,0.7,None
Woolworths,116.008303,-31.889259,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/3846802315,0.7,None
Big W,116.008346,-31.889787,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/3846802316,0.7,None
Target Midland,116.009687,-31.890242,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/3846818141,0.7,None
Subway,116.010299,-31.889117,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/3846818142,0.7,None
Coles,116.012229,-31.889056,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/3846824556,0.7,None
Lancaster Wines,115.988887,-31.85226,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/4271565992,0.7,None
Mondo Nougat,116.016989,-31.837367,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/4271579193,0.7,None
